DATE,SESSION,TYPE_START,FROM,TO,LOCATION,SESSION_NUM,TYPE,TOPIC,CHAIR,CHAIR_CL,CHAIR_CONFIRMED,SPEAKER,TITLE,ABSTRACT,ABSTRACT_CL,REFERENCES,SPEAKER1,SPEAKER2,AFF1,AFF2,AUTHORS,TOPIC_REASSIGNED
8/1/2023,F,3:20 PM,3:50 PM,4:20 PM,Aliber 103,3,Parallel Session,Cyber Risk,Maochao Xu,Maochao Xu,TRUE,Changyue Hu,NLP-Powered Repository and Search Engine for Academic Papers: A Case Study on Cyber Risk Literature With CyLit,"As the body of academic literature continues to grow, researchers face increasing difficulties in effectively searching for relevant resources. Existing databases and search engines often fall short of providing a comprehensive and contextually relevant collection of academic literature. To address this issue, we propose a novel framework that leverages Natural Language Processing (NLP) techniques. This framework automates the retrieval, summarization, and classification of academic literature within a specific research domain. To demonstrate the effectiveness of our approach, we introduce CyLit, an NLP-powered repository specifically designed for the cyber risk literature. CyLit empowers researchers by providing access to context-specific resources and enabling the tracking of trends in the dynamic and rapidly evolving field of cyber risk. Through the automatic processing of large volumes of data, our NLP-powered solution significantly enhances the efficiency and specificity of academic literature searches. By utilizing NLP techniques, we aim to revolutionize the way researchers discover, analyze, and utilize academic resources, ultimately fostering advancements in various domains of knowledge.","As the body of academic literature continues to grow, researchers face increasing difficulties in effectively searching for relevant resources. Existing databases and search engines often fall short of providing a comprehensive and contextually relevant collection of academic literature. To address this issue, we propose a novel framework that leverages Natural Language Processing (NLP) techniques. This framework automates the retrieval, summarization, and classification of academic literature within a specific research domain. To demonstrate the effectiveness of our approach, we introduce CyLit, an NLP-powered repository specifically designed for the cyber risk literature. CyLit empowers researchers by providing access to context-specific resources and enabling the tracking of trends in the dynamic and rapidly evolving field of cyber risk. Through the automatic processing of large volumes of data, our NLP-powered solution significantly enhances the efficiency and specificity of academic literature searches. By utilizing NLP techniques, we aim to revolutionize the way researchers discover, analyze, and utilize academic resources, ultimately fostering advancements in various domains of knowledge.",,Changyue Hu, ,University of Illinois Urbana-Champaign,,,Cyber Risk
8/1/2023,F,3:20 PM,4:20 PM,4:50 PM,Aliber 103,3,Parallel Session,Cyber Risk,Maochao Xu,Maochao Xu,TRUE,Maochao Xu,EBiCop: Ensemble Bivariate Copulas for Modeling Multivariate Cyber Data Breach Risks With Insurance Applications,"Modeling the multivariate dependence among cyber data breach risks presents a significant challenge due to the sparsity and heavy tail properties exhibited by breach events. In this study, we propose a novel ensemble learning approach that effectively captures both the temporal and cross-sectional dependence inherent in cyber risks. Our approach leverages bivariate copulas to generate predictive members, and the resulting predictive distribution is carefully calibrated by minimizing the distribution score. Moreover, we demonstrate the applicability of our proposed model in the domain of insurance pricing. Through extensive simulations and analysis of real-world data, our findings reveal that our approach outperforms existing methodologies reported in the literature. The superior performance of our approach highlights its potential to enhance risk assessment and insurance pricing practices related to cyber data breaches.","Modeling the multivariate dependence among cyber data breach risks presents a significant challenge due to the sparsity and heavy tail properties exhibited by breach events. In this study, we propose a novel ensemble learning approach that effectively captures both the temporal and cross-sectional dependence inherent in cyber risks. Our approach leverages bivariate copulas to generate predictive members, and the resulting predictive distribution is carefully calibrated by minimizing the distribution score. Moreover, we demonstrate the applicability of our proposed model in the domain of insurance pricing. Through extensive simulations and analysis of real-world data, our findings reveal that our approach outperforms existing methodologies reported in the literature. The superior performance of our approach highlights its potential to enhance risk assessment and insurance pricing practices related to cyber data breaches.",,Maochao Xu, ,Illinois State University,,,Cyber Risk
8/1/2023,F,3:20 PM,3:20 PM,3:50 PM,Aliber 107,4,Parallel Session,Risk Modeling and Measurement III,Enrique Thomann,Enrique Thomann,TRUE,Mohammed Adjieteh,Quantile Generalized Least Squares for Robust-Efficient Fitting of Loss Models," Statisticians, financial risk managers, and actuaries rely on statistical models for a variety of purposes, including predicting future losses for pricing, setting adequate reserves, making predictions about future events or outcomes based on past data. However, in the process of modeling, one of the main statistical challenge is that these loss models are indexed by unknown parameters that need to be estimated. Estimating the parameters of these statistical distributions using classical methods such as maximum likelihood and methods of moments may not always yield reliable results, as these methods are not robust and are easily
affected by outliers. This leads to misleading inferences as their estimates may not be accurate. The main goal of this paper is to address the issue of estimating unknown parameters in loss models using the Quantile Generalized Least Squares method. This method is highly efficiency, robust, provides unique estimates, and is computationally simple. We will illustrate this by using distributions from the log-location-scale families.","Statisticians, financial risk managers, and actuaries rely on statistical models for a variety of purposes, including predicting future losses for pricing, setting adequate reserves, making predictions about future events or outcomes based on past data. However, in the process of modeling, one of the main statistical challenge is that these loss models are indexed by unknown parameters that need to be estimated. Estimating the parameters of these statistical distributions using classical methods such as maximum likelihood and methods of moments may not always yield reliable results, as these methods are not robust and are easily
affected by outliers. This leads to misleading inferences as their estimates may not be accurate. The main goal of this paper is to address the issue of estimating unknown parameters in loss models using the Quantile Generalized Least Squares method. This method is highly efficiency, robust, provides unique estimates, and is computationally simple. We will illustrate this by using distributions from the log-location-scale families.", ,Mohammed Adjieteh, ,University of Wisconsin-Milwaukee,,,Risk modeling and measurement II
8/1/2023,F,3:20 PM,3:50 PM,4:20 PM,Aliber 107,4,Parallel Session,Risk Modeling and Measurement III,Enrique Thomann,Enrique Thomann,TRUE,Benjamin Côté,Risk Models Defined on a Family of Arborescent Markovian Random Fields With Poisson Marginals," A new family of tree-based Markov random fields for a vector of discrete random variables will be presented. According to the characteristics of the family, the univariate distribution of the random variables is Poisson and the structure of dependence between them is encrypted in a tree. This family will be used as a basis for building risk models, which will make it possible to integrate the flexibility specific to graphic models into actuarial modelling. Applications in a variety of pratical contexts will be discussed.","A new family of tree-based Markov random fields for a vector of discrete random variables will be presented. According to the characteristics of the family, the univariate distribution of the random variables is Poisson and the structure of dependence between them is encrypted in a tree. This family will be used as a basis for building risk models, which will make it possible to integrate the flexibility specific to graphic models into actuarial modelling. Applications in a variety of pratical contexts will be discussed.", ,Benjamin Côté, ,Université Laval,,,Dependence modeling
8/1/2023,F,3:20 PM,4:20 PM,4:50 PM,Aliber 107,4,Parallel Session,Risk Modeling and Measurement III,Enrique Thomann,Enrique Thomann,TRUE,Enrique Thomann,Ruin With Delayed Claims and Investment," We consider the evolution of the capital of an insurance company that invests in a risky asset and pays claims after a random delay time, extending the analysis of Dassios and Zhao (2013).  Basic properties of the resulting partial integro-differential equation satisfied by the ruin probability are analyzed.  The particular case of deterministic delays can be further studied, resulting in the certainty of ruin for instances in which the volatility of the investment is large.

This is joint work with Dr. Sooie Hoe Lock, Associate Professor at Central Washington University.","We consider the evolution of the capital of an insurance company that invests in a risky asset and pays claims after a random delay time, extending the analysis of Dassios and Zhao (2013). Basic properties of the resulting partial integro-differential equation satisfied by the ruin probability are analyzed. The particular case of deterministic delays can be further studied, resulting in the certainty of ruin for instances in which the volatility of the investment is large.

This is joint work with Dr. Sooie Hoe Lock, Associate Professor at Central Washington University.", ,Enrique Thomann, ,Oregon State University,,,Risk modeling and measurement II
8/1/2023,F,6:00 PM,6:00 PM,7:00 PM,Hotel Fort Des Moines,NA,Reception Prior to Banquet (Shuttle departs from Drake at 5:00 PM and 5:30 PM for hotels and Hotel Fort Des Moines),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/1/2023,F,7:00 PM,7:00 PM,9:15 PM,Hotel Fort Des Moines,NA,Banquet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/2/2023,G,8:30 AM,8:30 AM,9:00 AM,Aliber Hall,NA,Breakfast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/2/2023,G,9:00 AM,9:00 AM,10:30 AM,Aliber 101,1,Parallel Session,(Invited Session) Milliman Special Session,Toby White,Toby White,TRUE,Josh Collins,UNDP-Milliman Global Actuarial Initiative (GAIN)," Program background: In September 2022, the United Nations Development Programme (UNDP)’s Insurance and Risk Financing Facility (IRFF) and Milliman launched the UNDP-Milliman Global Actuarial Initiative (GAIN), which aim to build actuarial profession and expertise in developing countries, helping predict and prepare for risks in these uncertain times.

What is GAIN’s mission? UNDP has identified actuarial capacity and expertise – assessing risk in insurance and finance with mathematical and statistical methods – as a necessary input for the achievement of the Sustainable Development Goals (SDGs). Working in partnership with the UNDP, Milliman will contribute to the growth of actuarial profession and expertise so that governments and the insurance industry can better manage the increasing risks faced by the people and enterprises in developing nations. The scope of this initiative includes:

Building actuarial capacity and expertise of local actuarial professionals.
Enhancing data availability through regulators and the insurance industry.
Supporting countries in adapting with more resilient risk management as part of the climate change impact.
Supporting advocacy to governments, insurers, and others in achieving programme goals.
What are our goals? Through our engagement in many countries through GAIN we have consistently recognized the importance of actuarial science education through local universities as an important pillar of the development of local actuarial talent. The local university is an important step as it provides a more cost-effective approach to education relative to international universities or international actuarial exams, while also retaining the actuarial talent in-country and incentivizing graduates to contribute to the growth of their local profession.

In order to build actuarial capacity, it is important to strengthen the universities with sustainable structures are established to ensure quality actuarial graduates are produced. GAIN has identified several goals to improve actuarial science education in the countries we are engaged in, which are:

Support the development of faculty members and provide access to training materials
Provide access to affordable educational tools and resources to faculty members and students
Increase awareness of the actuarial profession amongst prospective university students
Strengthen the linkage between industry and academia through better access to research opportunities
Join an alliance with the UNDP-Milliman partnership: As a professional firm we recognize our skillsets and expertise at Milliman do not reflect all the academic needs of higher education institutions. Therefore, we invite professionals and academics with the relevant expertise to work with us to achieve our goals. Supporting GAIN allows organizations and individuals to gain exposure through their commitment to the actuarial profession, share your knowledge and learn from peers around the world, and associate themselves with expertise and leadership in advancing the SDGs.","Program background: In September 2022, the United Nations Development Programme (UNDP)’s Insurance and Risk Financing Facility (IRFF) and Milliman launched the UNDP-Milliman Global Actuarial Initiative (GAIN), which aim to build actuarial profession and expertise in developing countries, helping predict and prepare for risks in these uncertain times.

What is GAIN’s mission? UNDP has identified actuarial capacity and expertise – assessing risk in insurance and finance with mathematical and statistical methods – as a necessary input for the achievement of the Sustainable Development Goals (SDGs). Working in partnership with the UNDP, Milliman will contribute to the growth of actuarial profession and expertise so that governments and the insurance industry can better manage the increasing risks faced by the people and enterprises in developing nations. The scope of this initiative includes:

Building actuarial capacity and expertise of local actuarial professionals.
Enhancing data availability through regulators and the insurance industry.
Supporting countries in adapting with more resilient risk management as part of the climate change impact.
Supporting advocacy to governments, insurers, and others in achieving programme goals.
What are our goals? Through our engagement in many countries through GAIN we have consistently recognized the importance of actuarial science education through local universities as an important pillar of the development of local actuarial talent. The local university is an important step as it provides a more cost-effective approach to education relative to international universities or international actuarial exams, while also retaining the actuarial talent in-country and incentivizing graduates to contribute to the growth of their local profession.

In order to build actuarial capacity, it is important to strengthen the universities with sustainable structures are established to ensure quality actuarial graduates are produced. GAIN has identified several goals to improve actuarial science education in the countries we are engaged in, which are:

Support the development of faculty members and provide access to training materials
Provide access to affordable educational tools and resources to faculty members and students
Increase awareness of the actuarial profession amongst prospective university students
Strengthen the linkage between industry and academia through better access to research opportunities
Join an alliance with the UNDP-Milliman partnership: As a professional firm we recognize our skillsets and expertise at Milliman do not reflect all the academic needs of higher education institutions. Therefore, we invite professionals and academics with the relevant expertise to work with us to achieve our goals. Supporting GAIN allows organizations and individuals to gain exposure through their commitment to the actuarial profession, share your knowledge and learn from peers around the world, and associate themselves with expertise and leadership in advancing the SDGs.", ,Josh Collins, ,  Milliman, , , Milliman Special Session
8/2/2023,G,9:00 AM,9:00 AM,9:30 AM,Aliber 102,2,Parallel Session,Statistical and Machine Learning IV,Gee Lee,Gee Lee,TRUE,Chudamani Poudyal,Robust Method of Trimmed and Winsorized Moments for Truncated and Censored Lognormal Severity Distributions," When constructing parametric models to predict the cost of future claims, several important details have to be taken into account: (i) models should be designed to accommodate deductibles, policy limits, and coinsurance factors, (ii) parameters should be estimated robustly to control the 
influence of outliers on model predictions, and (iii) all point predictions should be augmented with estimates of their uncertainty. The methodology proposed in this presentation provides a framework for addressing all these aspects simultaneously. Using payment-per-payment and payment-per-loss variables, we construct the adaptive version of method of winsorized moments (MWM) estimators for the parameters of truncated and censored lognormal distribution. Further, the asymptotic distributional properties of this approach are derived and compared with those of the maximum likelihood 
estimator (MLE) and method of trimmed moments (MTM) estimators. The latter being a primary competitor to MWM. Moreover, the theoretical results are validated with extensive simulation studies and risk measure sensitivity analysis. Finally, practical performance of these methods is illustrated using the well-studied data set of 1500 U.S. indemnity losses. With this real data set, it is also demonstrated that the composite models do not provide much 
improvement in the quality of predictive models compared to a stand-alone fitted distribution specially for truncated and censored sample data.","When constructing parametric models to predict the cost of future claims, several important details have to be taken into account: (i) models should be designed to accommodate deductibles, policy limits, and coinsurance factors, (ii) parameters should be estimated robustly to control the 
influence of outliers on model predictions, and (iii) all point predictions should be augmented with estimates of their uncertainty. The methodology proposed in this presentation provides a framework for addressing all these aspects simultaneously. Using payment-per-payment and payment-per-loss variables, we construct the adaptive version of method of winsorized moments (MWM) estimators for the parameters of truncated and censored lognormal distribution. Further, the asymptotic distributional properties of this approach are derived and compared with those of the maximum likelihood 
estimator (MLE) and method of trimmed moments (MTM) estimators. The latter being a primary competitor to MWM. Moreover, the theoretical results are validated with extensive simulation studies and risk measure sensitivity analysis. Finally, practical performance of these methods is illustrated using the well-studied data set of 1500 U.S. indemnity losses. With this real data set, it is also demonstrated that the composite models do not provide much 
improvement in the quality of predictive models compared to a stand-alone fitted distribution specially for truncated and censored sample data.", ,Chudamani Poudyal, ,University of Wisconsin-Milwaukee,,,Statistical and machine learning IV
8/2/2023,G,9:00 AM,9:30 AM,10:00 AM,Aliber 102,2,Parallel Session,Statistical and Machine Learning IV,Gee Lee,Gee Lee,TRUE,Hong Beng Lim,Discrimination-Free Actuarial Decision-Making via Debiased Data Representations," Insurers have traditionally claimed compliance with nondiscrimination laws by excluding protected group labels, such as gender and race, from use in insurance processes. Such an approach no longer suffices given the increasing deployment of machine learning algorithms, which are increasingly able to infer protected group labels from apparently unrelated data. This has created recent interest among actuarial researchers in methodologies which guarantee fair outcomes for protected groups. Existing such methods require complete information on protected group labels: an untenable requirement for sensitive information such as race or religion. We propose a neural network approach which utilizes adversarial learning to enforce group fairness under partially observed protected group labels. We demonstrate that such networks are a marked improvement in accuracy over methods requiring complete protected group labels, while only a small proportion of observed labels (e.g. 5%) is needed to produce fairness gains not substantially worse than complete information.","Insurers have traditionally claimed compliance with nondiscrimination laws by excluding protected group labels, such as gender and race, from use in insurance processes. Such an approach no longer suffices given the increasing deployment of machine learning algorithms, which are increasingly able to infer protected group labels from apparently unrelated data. This has created recent interest among actuarial researchers in methodologies which guarantee fair outcomes for protected groups. Existing such methods require complete information on protected group labels: an untenable requirement for sensitive information such as race or religion. We propose a neural network approach which utilizes adversarial learning to enforce group fairness under partially observed protected group labels. We demonstrate that such networks are a marked improvement in accuracy over methods requiring complete protected group labels, while only a small proportion of observed labels (e.g. 5%) is needed to produce fairness gains not substantially worse than complete information.", ,Hong Beng Lim, ,Chinese University of Hong Kong,,,Statistical and machine learning IV
8/2/2023,G,9:00 AM,10:00 AM,10:30 AM,Aliber 102,2,Parallel Session,Statistical and Machine Learning IV,Gee Lee,Gee Lee,TRUE,Gee Lee,Nonparametric Intercept Regularization for Insurance Claim Frequency Regression Models," In a subgroup analysis for an actuarial problem, the goal is for the investigator to classify the policyholders into unique groups, where the claims experience within each group are made as homogeneous as possible. In this paper, we illustrate how the alternating direction method of multipliers (ADMM) approach for subgroup analysis can be modified so that it can be more easily incorporated into an insurance claims analysis. We present an approach to penalize adjacent coefficients only, and show how the algorithm can be implemented for fast estimation of the parameters. We present three different cases of the model, depending on the level of dependence among the different coverage groups within the data. In addition, we provide an interpretation of the credibility problem using both random effects and fixed effects, where the fixed effects approach corresponds to the ADMM approach to subgroup analysis, while the random effects approach represents the classic Bayesian approach. In an empirical study, we demonstrate how these approaches can be applied to real data using the Wisconsin Local Government Property Insurance Fund (LGPIF) data. ","In a subgroup analysis for an actuarial problem, the goal is for the investigator to classify the policyholders into unique groups, where the claims experience within each group are made as homogeneous as possible. In this paper, we illustrate how the alternating direction method of multipliers (ADMM) approach for subgroup analysis can be modified so that it can be more easily incorporated into an insurance claims analysis. We present an approach to penalize adjacent coefficients only, and show how the algorithm can be implemented for fast estimation of the parameters. We present three different cases of the model, depending on the level of dependence among the different coverage groups within the data. In addition, we provide an interpretation of the credibility problem using both random effects and fixed effects, where the fixed effects approach corresponds to the ADMM approach to subgroup analysis, while the random effects approach represents the classic Bayesian approach. In an empirical study, we demonstrate how these approaches can be applied to real data using the Wisconsin Local Government Property Insurance Fund (LGPIF) data.", ,Gee Lee, ,Michigan State University,,,Statistical and machine learning IV
8/2/2023,G,9:00 AM,9:00 AM,9:30 AM,Aliber 103,3,Parallel Session,Quantitative Finance II,Patrice Gaillardetz,Patrice Gaillardetz,TRUE,Tsz Hin Ng,Capital-Allocation-Induced Risk Sharing,"The relationship between capital allocation principles and risk-sharing rules is explored. While the former is concerned with allocating capitals to different lines of business based on the relationship between the aggregated risk and individual risks within a corporation, the latter is an ex ante arrangement between a group of participants which share the need to trade risks with each other. Taking advantages of their analogy, we introduce a novel idea of generating risk-sharing rules by randomizing existing capital allocation principles. Such a new approach is complimentary to known risk sharing principles in the previous literature which were largely based on certain economic principles and Pareto-optimality.","The relationship between capital allocation principles and risk-sharing rules is explored. While the former is concerned with allocating capitals to different lines of business based on the relationship between the aggregated risk and individual risks within a corporation, the latter is an ex ante arrangement between a group of participants which share the need to trade risks with each other. Taking advantages of their analogy, we introduce a novel idea of generating risk-sharing rules by randomizing existing capital allocation principles. Such a new approach is complimentary to known risk sharing principles in the previous literature which were largely based on certain economic principles and Pareto-optimality.",,Tsz Hin Ng,,University of Illinois at Urbana-Champaign,,,Quantitative finance II
8/2/2023,G,9:00 AM,9:30 AM,10:00 AM,Aliber 103,3,Parallel Session,Quantitative Finance II,Patrice Gaillardetz,Patrice Gaillardetz,TRUE,Yueman Feng,Multidimensional Pair Trading Strategy in China’s Stock Market," Pair trading is one of the most important statistical arbitrage strategies. It utilizes cointegration tests to identify cointegrated pairs of stocks and apply the mean-reverse strategy to profit from temporary asset mispricing. However, the strategy is limited to two cointegrated assets and is highly restricted in practice. With the extension of multiple cointegration tests to high-dimensional data, we proposed a multidimensional pair trading strategy. We implemented it with Johansen's likelihood ratio test to enhance the performance of the CSI300 index, the most crucial index in China's stock market. The strategy was backtested in 2021, and a 44.17% annual return was achieved with a Sharpe ratio of 1.62. The method outperformed the CSI300 index significantly. Apart from this baseline model, two models with different cointegration tests are also included to fix the over-rejection of Johansen's test and to capture the regime shift of component stocks. The two alternative tests used are the Bykhovskaya-Gorin’s test and the Gregory-Hansen’s cointegration test, respectively. Both models enhanced our baseline strategy's performance but with only slight improvement. Multiple reasons causing the limited enhancement are discussed for future studies.","Pair trading is one of the most important statistical arbitrage strategies. It utilizes cointegration tests to identify cointegrated pairs of stocks and apply the mean-reverse strategy to profit from temporary asset mispricing. However, the strategy is limited to two cointegrated assets and is highly restricted in practice. With the extension of multiple cointegration tests to high-dimensional data, we proposed a multidimensional pair trading strategy. We implemented it with Johansen's likelihood ratio test to enhance the performance of the CSI300 index, the most crucial index in China's stock market. The strategy was backtested in 2021, and a 44.17% annual return was achieved with a Sharpe ratio of 1.62. The method outperformed the CSI300 index significantly. Apart from this baseline model, two models with different cointegration tests are also included to fix the over-rejection of Johansen's test and to capture the regime shift of component stocks. The two alternative tests used are the Bykhovskaya-Gorin’s test and the Gregory-Hansen’s cointegration test, respectively. Both models enhanced our baseline strategy's performance but with only slight improvement. Multiple reasons causing the limited enhancement are discussed for future studies.", ,Yueman Feng, ,The University of Hong Kong,,,Quantitative finance II
8/2/2023,G,9:00 AM,10:00 AM,10:30 AM,Aliber 103,3,Parallel Session,Quantitative Finance II,Patrice Gaillardetz,Patrice Gaillardetz,TRUE,Patrice Gaillardetz,Robust Risk Minimizing Hedging Strategies," We consider the evaluation of financial derivatives using robust hedging strategies. Robust technic applications to finance and insurance have recently gained popularity due to their ability in mitigating model risk. Model risk arises when strategies (or models) become in and out of sync with the market. A model is considered robust if it can adapt to a wide range of market-dependent factors. However, robust techniques can be costly and computationally demanding, especially for complex financial and insurance products. To address these challenges, we propose semi-robust strategies that are both model-independent and cost-effective for contingent claims. We explore models that minimize risk exposure locally and globally using constrained robust optimization based on asymmetric norms. The norms primarily measure the size, magnitude, or distance of the financial position from the expected hedging portfolio. Hedging strategies are solved using backward stochastic dynamic programming that we imbed with parametric technics to speed up the running time and cope with the curse of dimensionality in dynamic programming. To demonstrate the flexibility of our strategies, we present numerical examples featuring European call options.","We consider the evaluation of financial derivatives using robust hedging strategies. Robust technic applications to finance and insurance have recently gained popularity due to their ability in mitigating model risk. Model risk arises when strategies (or models) become in and out of sync with the market. A model is considered robust if it can adapt to a wide range of market-dependent factors. However, robust techniques can be costly and computationally demanding, especially for complex financial and insurance products. To address these challenges, we propose semi-robust strategies that are both model-independent and cost-effective for contingent claims. We explore models that minimize risk exposure locally and globally using constrained robust optimization based on asymmetric norms. The norms primarily measure the size, magnitude, or distance of the financial position from the expected hedging portfolio. Hedging strategies are solved using backward stochastic dynamic programming that we imbed with parametric technics to speed up the running time and cope with the curse of dimensionality in dynamic programming. To demonstrate the flexibility of our strategies, we present numerical examples featuring European call options.", ,Patrice Gaillardetz, ,Concordia University,,,Quantitative finance II
8/2/2023,G,9:00 AM,9:00 AM,9:30 AM,Aliber 107,4,Parallel Session,Insurance Economics II,Doug Bujakowski,Doug Bujakowski,TRUE,Youngsun Kim,Persistence of Insurance Redlining: Exploring Distribution of Insurance Agencies and Implications," The availability of insurance and the issue of discrimination have long been significant problems within the insurance industry. Access to insurance is crucial for underrepresented communities as it provides financial protection and promotes economic stability for both the community and its residents. In this paper, we address these concerns by revisiting the seminal study conducted by Squires et al. (1991) and examine the persistence of insurance redlining in the Milwaukee metropolitan area in Wisconsin. Utilizing recent census data, we investigate the relationship between the locations of insurance agencies and the racial composition of neighborhoods. Furthermore, we explore potential variations in these patterns between independent and exclusive agencies to determine if there are differing implications.","The availability of insurance and the issue of discrimination have long been significant problems within the insurance industry. Access to insurance is crucial for underrepresented communities as it provides financial protection and promotes economic stability for both the community and its residents. In this paper, we address these concerns by revisiting the seminal study conducted by Squires et al. (1991) and examine the persistence of insurance redlining in the Milwaukee metropolitan area in Wisconsin. Utilizing recent census data, we investigate the relationship between the locations of insurance agencies and the racial composition of neighborhoods. Furthermore, we explore potential variations in these patterns between independent and exclusive agencies to determine if there are differing implications.", ,Youngsun Kim, ,University of Wisconsin-Madison,,,Insurance economics II
8/2/2023,G,9:00 AM,9:30 AM,10:00 AM,Aliber 107,4,Parallel Session,Insurance Economics II,Doug Bujakowski,Doug Bujakowski,TRUE,Zexing Hu,Evaluation of the New NAIC Economic Scenario Generator," An Economic Scenario Generator (ESG) is employed to simulate data pertaining to the economy to help insurance regulators in establishing policy. In 2022, the National Association of Insurance Commissioners released a new ESG model (NAIC) and is considering replacing the previously used Academy's Interest Rate Generator (AIRG). To evaluate the two models, we first establish a set of acceptance criteria by employing standard econometric modeling techniques and researching key historical periods. Then, we compare and assess the performance of the two ESGs based on the criteria we developed, in order to discuss the strengths and weaknesses of the two models. Our findings indicate that the NAIC model produces more volatile results than the AIRG model.","An Economic Scenario Generator (ESG) is employed to simulate data pertaining to the economy to help insurance regulators in establishing policy. In 2022, the National Association of Insurance Commissioners released a new ESG model (NAIC) and is considering replacing the previously used Academy's Interest Rate Generator (AIRG). To evaluate the two models, we first establish a set of acceptance criteria by employing standard econometric modeling techniques and researching key historical periods. Then, we compare and assess the performance of the two ESGs based on the criteria we developed, in order to discuss the strengths and weaknesses of the two models. Our findings indicate that the NAIC model produces more volatile results than the AIRG model.", ,Zexing Hu, ,UCSB,,,Insurance economics II
8/2/2023,G,9:00 AM,10:00 AM,10:30 AM,Aliber 107,4,Parallel Session,Insurance Economics II,Doug Bujakowski,Doug Bujakowski,TRUE,Doug Bujakowski,The Liability Insurance Consumption Spiral: Evidence From Chinese Cities,"Liability insurance is a vital source of financial protection and risk management for individuals and organizations. However, its widespread adoption carries certain unintended consequences, including the amplification of liability risks for uninsured and underinsured populations. This may result in a liability insurance consumption spiral, where purchases by some incentivize others to follow suit. The current study provides the first empirical tests of the consumption spiral hypothesis. Using data from 280 Chinese cities over an eight-year period (2011-2018), we find evidence that liability insurance purchases influence those in nearby geographic units and time periods. These knock-on effects are substantial and support the notion that purchase decisions are positively correlated. Additionally, our results reveal a key externality of liability insurance markets and the ways in which consumption diffuses over time and space.","Liability insurance is a vital source of financial protection and risk management for individuals and organizations. However, its widespread adoption carries certain unintended consequences, including the amplification of liability risks for uninsured and underinsured populations. This may result in a liability insurance consumption spiral, where purchases by some incentivize others to follow suit. The current study provides the first empirical tests of the consumption spiral hypothesis. Using data from 280 Chinese cities over an eight-year period (2011-2018), we find evidence that liability insurance purchases influence those in nearby geographic units and time periods. These knock-on effects are substantial and support the notion that purchase decisions are positively correlated. Additionally, our results reveal a key externality of liability insurance markets and the ways in which consumption diffuses over time and space.", ,Doug Bujakowski, ,Drake University,,,Insurance economics II
